시도명,선거구명,구시군명,읍면동명,투표타입,선거인수,투표수,후보자별 득표수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,계,"무효
투표수",기권수
서울특별시,종로구,종로구,,,,,"더불어민주당
곽상언","국민의힘
최재형","새로운미래
진예찬","개혁신당
금태섭","가락특권폐지당
김준수","대한국민당
김종갑","민중민주당
차은정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,면목제2동제1투,"3,207","1,340",755,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,316",24,"1,867"
,,,,면목제2동제2투,"2,381","1,188",672,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,171",17,"1,193"
,,,,면목제2동제3투,"3,191","1,481",824,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,458",23,"1,710"
,,,,면목제2동제4투,"2,854","1,303",738,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,285",18,"1,551"
,,,,면목제2동제5투,"2,864","1,340",786,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,321",19,"1,524"
,,,면목제3·8동,소계,"20,044","11,958","7,081","4,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,799",159,"8,086"
,,,,관내사전투표,"4,542","4,542","3,035","1,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,511",31,0
,,,,면목제3·8동제1투,"2,352",985,506,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,18,"1,367"
,,,,면목제3·8동제2투,"1,994",933,516,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,12,"1,061"
,,,,면목제3·8동제3투,"2,120",874,480,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,17,"1,246"
,,,,면목제3·8동제4투,"2,157","1,019",598,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,001",18,"1,138"
,,,,면목제3·8동제5투,"2,467","1,374",771,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,360",14,"1,093"
,,,,면목제3·8동제6투,"2,155",983,514,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,16,"1,172"
,,,,면목제3·8동제7투,"2,257","1,248",661,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,215",33,"1,009"
,,,면목제4동,소계,"15,119","9,603","5,713","3,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,488",115,"5,516"
,,,,관내사전투표,"4,192","4,192","2,746","1,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,164",28,0
,,,,면목제4동제1투,"2,071",934,498,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,10,"1,137"
,,,,면목제4동제2투,"2,589","1,311",733,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,293",18,"1,278"
,,,,면목제4동제3투,"2,217","1,124",629,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,109",15,"1,093"
,,,,면목제4동제4투,"2,126","1,058",607,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,033",25,"1,068"
,,,,면목제4동제5투,"1,924",984,500,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,19,940
,,,면목제5동,소계,"11,749","7,645","4,725","2,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,539",106,"4,104"
,,,,관내사전투표,"3,433","3,432","2,362","1,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,403",29,1
,,,,면목제5동제1투,"2,664","1,147",657,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,122",25,"1,517"
,,,,면목제5동제2투,"2,657","1,143",642,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,121",22,"1,514"
,,,,면목제5동제3투,"2,995","1,923","1,064",829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,893",30,"1,072"
,,,면목제7동,소계,"17,857","11,443","6,804","4,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,310",133,"6,414"
,,,,관내사전투표,"5,626","5,625","3,669","1,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,584",41,1
,,,,면목제7동제1투,"2,336","1,014",573,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996,18,"1,322"
,,,,면목제7동제2투,"2,727","1,171",642,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,144",27,"1,556"
,,,,면목제7동제3투,"2,142",886,502,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,11,"1,256"
,,,,면목제7동제4투,"2,332","1,239",604,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,226",13,"1,093"
,,,,면목제7동제5투,"2,694","1,508",814,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,485",23,"1,186"
,,,상봉제2동,소계,"17,258","9,782","5,982","3,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,610",172,"7,476"
,,,,관내사전투표,"4,126","4,125","2,789","1,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,094",31,1
,,,,상봉제2동제1투,"3,296","1,358",762,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,324",34,"1,938"
,,,,상봉제2동제2투,"4,069","1,976","1,062",864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,926",50,"2,093"
,,,,상봉제2동제3투,"3,074","1,204",729,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,175",29,"1,870"
,,,,상봉제2동제4투,"2,693","1,119",640,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,091",28,"1,574"
,,,망우제3동,소계,"14,408","8,888","5,253","3,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,764",124,"5,520"
,,,,관내사전투표,"4,360","4,360","2,826","1,502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,328",32,0
,,,,망우제3동제1투,"1,973",807,433,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,22,"1,166"
,,,,망우제3동제2투,"2,769","1,328",671,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,309",19,"1,441"
,,,,망우제3동제3투,"2,899","1,359",756,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,333",26,"1,540"
,,,,망우제3동제4투,"2,407","1,034",567,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,009",25,"1,373"
,,,잘못 투입·구분된 투표지,,0,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-3
,중랑구을,,,,,,"더불어민주당
박홍근","국민의힘
이승환",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,"188,139","129,162","73,600","53,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,498","1,664","58,977"
,,,거소·선상투표,,275,263,147,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,14,12
,,,관외사전투표,,"14,495","14,473","9,567","4,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,289",184,22
,,,국외부재자투표,,555,399,301,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,1,156
,,,상봉제1동,소계,"16,999","10,894","6,010","4,738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,748",146,"6,105"
,,,,관내사전투표,"3,745","3,744","2,313","1,399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,712",32,1
,,,,상봉제1동제1투,"2,811","1,164",603,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,139",25,"1,647"
,,,,상봉제1동제2투,"3,040","1,858",941,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,831",27,"1,182"
,,,,상봉제1동제3투,"2,999","1,529",861,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500",29,"1,470"
,,,,상봉제1동제4투,"2,541","1,461",755,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,442",19,"1,080"
,,,,상봉제1동제5투,"1,863","1,138",537,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,124",14,725
,,,중화제1동,소계,"16,179","10,803","6,142","4,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,658",145,"5,376"
,,,,관내사전투표,"5,113","5,112","3,240","1,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,071",41,1
,,,,중화제1동제1투,"2,967","1,364",711,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,335",29,"1,603"
,,,,중화제1동제2투,"2,850","1,452",761,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,428",24,"1,398"
,,,,중화제1동제3투,"3,112","1,592",777,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,566",26,"1,520"
,,,,중화제1동제4투,"2,137","1,283",653,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,258",25,854
,,,중화제2동,소계,"19,316","11,079","6,146","4,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,911",168,"8,237"
,,,,관내사전투표,"3,772","3,772","2,355","1,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,743",29,0
,,,,중화제2동제1투,"2,358","1,101",565,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,080",21,"1,257"
,,,,중화제2동제2투,"2,851","1,393",721,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,372",21,"1,458"
,,,,중화제2동제3투,"2,805","1,284",652,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,260",24,"1,521"
,,,,중화제2동제4투,"2,634","1,257",709,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,232",25,"1,377"
,,,,중화제2동제5투,"2,441","1,210",614,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,180",30,"1,231"
,,,,중화제2동제6투,"2,455","1,062",530,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,044",18,"1,393"
,,,묵제1동,소계,"25,852","17,060","9,360","7,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,826",234,"8,792"
,,,,관내사전투표,"6,364","6,363","3,939","2,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,315",48,1
,,,,묵제1동제1투,"2,653","1,301",670,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,280",21,"1,352"
,,,,묵제1동제2투,"2,491","1,270",705,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,242",28,"1,221"
,,,,묵제1동제3투,"2,439","1,683",699,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,660",23,756
,,,,묵제1동제4투,"2,854","1,633",890,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,604",29,"1,221"
,,,,묵제1동제5투,"3,614","1,912",986,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,888",24,"1,702"
,,,,묵제1동제6투,"2,952","1,773",873,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,736",37,"1,179"
,,,,묵제1동제7투,"2,485","1,125",598,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,101",24,"1,360"
,,,묵제2동,소계,"16,551","10,978","6,324","4,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,828",150,"5,573"
,,,,관내사전투표,"5,612","5,612","3,628","1,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,571",41,0
,,,,묵제2동제1투,"2,776","1,492",713,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,469",23,"1,284"
,,,,묵제2동제2투,"2,441","1,080",582,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,056",24,"1,361"
,,,,묵제2동제3투,"2,714","1,327",666,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,290",37,"1,387"
,,,,묵제2동제4투,"3,008","1,467",735,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,442",25,"1,541"
,,,망우본동,소계,"30,112","18,984","10,190","8,545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,735",249,"11,128"
,,,,관내사전투표,"7,075","7,073","4,223","2,806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,029",44,2
,,,,망우본동제1투,"2,380","1,072",444,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,056",16,"1,308"
,,,,망우본동제2투,"3,257","1,715",861,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,691",24,"1,542"
,,,,망우본동제3투,"2,530","1,444",728,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,428",16,"1,086"
,,,,망우본동제4투,"1,957","1,032",465,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,011",21,925
,,,,망우본동제5투,"2,139","1,064",443,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,042",22,"1,075"
,,,,망우본동제6투,"3,075","1,424",691,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,397",27,"1,651"
,,,,망우본동제7투,"3,956","1,918","1,017",869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,886",32,"2,038"
,,,,망우본동제8투,"3,743","2,242","1,318",877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,195",47,"1,501"
,,,신내제1동,소계,"27,674","18,761","10,444","8,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,553",208,"8,913"
,,,,관내사전투표,"5,634","5,632","3,635","1,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,607",25,2
,,,,신내제1동제1투,"2,310","1,211",574,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,199",12,"1,099"
,,,,신내제1동제2투,"2,015","1,364",667,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,357",7,651
,,,,신내제1동제3투,"2,107","1,199",619,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,183",16,908
,,,,신내제1동제4투,"3,470","2,079","1,150",897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,047",32,"1,391"
,,,,신내제1동제5투,"2,631","1,464",716,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,440",24,"1,167"
,,,,신내제1동제6투,"1,794",956,435,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,26,838
,,,,신내제1동제7투,"2,175","1,341",616,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,319",22,834
,,,,신내제1동제8투,"3,062","1,930","1,087",818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,905",25,"1,132"
,,,,신내제1동제9투,"2,476","1,585",945,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,566",19,891
,,,신내제2동,소계,"20,131","15,458","8,959","6,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,293",165,"4,673"
,,,,관내사전투표,"8,148","8,147","5,272","2,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,097",50,1
,,,,신내제2동제1투,"2,049","1,185",602,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,169",16,864
,,,,신내제2동제2투,"2,624","1,656",937,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,631",25,968
,,,,신내제2동제3투,"2,796","1,803",891,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,784",19,993
,,,,신내제2동제4투,"2,456","1,534",750,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,507",27,922
,,,,신내제2동제5투,"2,058","1,133",507,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,105",28,925
,,,잘못 투입·구분된 투표지,,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,-10
,성북구갑,성북구,,,,,"더불어민주당
김영배","국민의힘
이종철","새로운미래
유승희",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,"195,813","135,904","74,707","52,511","6,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,152","1,752","59,909"
,,,거소·선상투표,,223,216,100,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,29,7
,,,관외사전투표,,"17,484","17,477","11,047","5,368",844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,259",218,7
,,,국외부재자투표,,944,707,521,157,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,1,237
,,,성북동,소계,"13,302","8,748","4,654","3,504",498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,656",92,"4,554"
,,,,관내사전투표,"4,233","4,233","2,600","1,371",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,203",30,0
,,,,성북동제1투,"2,689","1,367",666,588,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,345",22,"1,322"
,,,,성북동제2투,"2,371","1,126",495,574,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,112",14,"1,245"
,,,,성북동제3투,"1,759",942,338,556,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,8,817
,,,,성북동제4투,"2,250","1,080",555,415,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,062",18,"1,170"
,,,삼선동,소계,"20,545","13,989","7,950","5,075",792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,817",172,"6,556"
,,,,관내사전투표,"7,023","7,022","4,435","2,125",385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,945",77,1
,,,,삼선동제1투,"3,250","1,637",748,751,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,617",20,"1,613"
,,,,삼선동제2투,"2,229","1,151",590,485,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,132",19,"1,078"
,,,,삼선동제3투,"2,227","1,383",764,549,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,375",8,844
,,,,삼선동제4투,"3,065","1,571",804,652,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,551",20,"1,494"
,,,,삼선동제5투,"2,751","1,225",609,513,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,197",28,"1,526"
,,,동선동,소계,"12,180","7,350","4,260","2,480",471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,211",139,"4,830"
,,,,관내사전투표,"2,744","2,744","1,787",780,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,714",30,0
,,,,동선동제1투,"1,582",681,366,261,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,14,901
,,,,동선동제2투,"2,709","1,286",760,392,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,252",34,"1,423"
,,,,동선동제3투,"1,998",971,498,392,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,21,"1,027"
,,,,동선동제4투,"3,147","1,668",849,655,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,628",40,"1,479"
,,,돈암제2동,소계,"17,412","12,276","6,261","5,277",626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,164",112,"5,136"
,,,,관내사전투표,"4,599","4,599","2,757","1,629",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,572",27,0
,,,,돈암제2동제1투,"2,988","1,622",788,734,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,605",17,"1,366"
,,,,돈암제2동제2투,"2,332","1,455",631,716,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,437",18,877
,,,,돈암제2동제3투,"2,609","1,560",857,618,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,550",10,"1,049"
,,,,돈암제2동제4투,"2,755","1,772",706,926,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,750",22,983
,,,,돈암제2동제5투,"2,129","1,268",522,654,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,250",18,861
,,,안암동,소계,"12,887","8,034","4,321","3,051",483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,855",179,"4,853"
,,,,관내사전투표,"3,442","3,442","2,163","1,061",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,391",51,0
,,,,안암동제1투,"1,801",787,390,318,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,19,"1,014"
,,,,안암동제2투,"2,582","1,229",567,520,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,176",53,"1,353"
,,,,안암동제3투,"2,865","1,431",703,599,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,397",34,"1,434"
,,,,안암동제4투,"2,197","1,145",498,553,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,123",22,"1,052"
,,,보문동,소계,"12,499","7,662","4,136","3,015",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,539",123,"4,837"
,,,,관내사전투표,"3,441","3,441","2,077","1,176",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,402",39,0
,,,,보문동제1투,"2,971","1,268",612,545,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,235",33,"1,703"
,,,,보문동제2투,"2,860","1,406",699,604,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,381",25,"1,454"
,,,,보문동제3투,"3,227","1,547",748,690,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,521",26,"1,680"
,,,정릉제1동,소계,"14,053","9,806","5,278","3,956",471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,705",101,"4,247"
